ILCE_UAVT,District,ADI,Category,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,Capacity,AMBULANS,Nbhood,Latitude,Longitude
1183,BEÞÝKTAÞ,Sarýyer 3 Nolu Emergency Station,Emergency Station,Þehitlikdergahý Sk. No:36D BEBEK/BEÞÝKTAÞ,112,www.istanbulsaglik.gov.tr,Yok,3,Var,BEBEK,41.084082,29.053407
1810,KAÐITHANE,Turgay Optik,Optik,Sultan Selim Cad. No:30 SULTAN SELÝM/KAÐITHANE,0212 268 74 68,,,,,SULTAN SELÝM,41.09069466,29.00313669
1327,FATÝH,Private Redline Kardiyoloji Merkezi,Klinikler,Turgut Özal Millet Cad. No:113 ÞEHREMÝNÝ/FATÝH,0212 587 78 78,www.redlinekardiyoloji.com,,0,Yok,ÞEHREMÝNÝ,41.01454561,28.93417153
1663,ÞÝÞLÝ,Private Anatomica Mecial Center,Mecial Center Private,Mevlüt Pehlivan Sk. No:19 FULYA/ÞÝÞLÝ,0212 217 50 00,www.anatomica.com.tr,Var,7,Yok,FULYA,41.06389052,29.00112618
1327,FATÝH,Private Onur Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Mýhçýlar Cad. No:58 ZEYREK/FATÝH,0212 523 81 92,,,,,ZEYREK,41.01898874,28.95295015
1327,FATÝH,Kocamustafa Paþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hacý Kadýn Cad. No:15 KOCA MUSTAFAPAÞA/FATÝH,0212 589 20 51,,Yok,0,,KOCA MUSTAFAPAÞA,41.00268394,28.93032522
1327,FATÝH,Küçük Mustafa Paþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Müstantik Cad. No:2/1 YAVUZ SULTAN SELÝM/FATÝH,0212 532 29 39,,Yok,0,,YAVUZ SULTAN SELÝM,41.02548805,28.95734092
1327,FATÝH,Kasým Gürani Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hacý Ýsa Çýkmazý No: AYVANSARAY/FATÝH,0212 523 32 22,,Yok,0,,AYVANSARAY,41.03264046,28.94367384
1327,FATÝH,Private Net Patoloji Laboratuvarý,Laboratuvar Private,Turgut Özal Millet Cad. No:135 ÞEHREMÝNÝ/FATÝH,0212 633 36 32,www.netpatoloji.net,,,,ÞEHREMÝNÝ,41.01534327,28.93252133
1327,FATÝH,Private Çapa Hospitalsi Diyaliz Merkezi,Diyaliz Merkezi Private,Necip Asým Sk. No:23 ÞEHREMÝNÝ/FATÝH,0212 530 58 00,www.capaHospitalsi.com,,,Var,ÞEHREMÝNÝ,41.01333621,28.93401492
1327,FATÝH,Yusuf Ortopedi Medikal,Medikal,Deniz Abdal Camii Sk. No:8 ÞEHREMÝNÝ/FATÝH,,,,,,ÞEHREMÝNÝ,41.01481062,28.93233567
1327,FATÝH,Ýmrahor Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Atik Hamamý Sk. No:15 KOCA MUSTAFAPAÞA/FATÝH,0212 587 31 36,,Yok,0,,KOCA MUSTAFAPAÞA,40.99642656,28.92898767
1327,FATÝH,Private Artý Protez Ortez Üretim ve Uygulama Merkezi,Protez-Ortez Yapým ve Uygulama Merkezi Private,Necip Asým Sk. No:4 ÞEHREMÝNÝ/FATÝH,0212 529 03 80,www.artiortopedi.com,,,,ÞEHREMÝNÝ,41.01415461,28.93450524
1327,FATÝH,MG Medikal,Medikal,Deniz Abdal Camii Sk. No:10 ÞEHREMÝNÝ/FATÝH,0212 632 38 37,,,,,ÞEHREMÝNÝ,41.0147659,28.93229286
2005,BAHÇELÝEVLER,Venüs Optik,Optik,Neyire Neyir Sk. No:35 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 644 07 31,,,,,BAHÇELÝEVLER,41.00119394,28.87089577
2005,BAHÇELÝEVLER,Diþ Hekimi Ayten Demirci Güleç,Clinic,Çamlýk Cad. No:7 SÝYAVUÞPAÞA/BAHÇELÝEVLER,0212 441 93 45,,,,,SÝYAVUÞPAÞA,40.99922347,28.85755956
2005,BAHÇELÝEVLER,Ýç Hastalýklarý Uzmaný Dr. Günel Yýlmaz,Clinic,Ýzzettin Çalýþlar Cad. No:28 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 557 62 72,,,,,BAHÇELÝEVLER,41.00191803,28.87038019
1604,SARIYER,Petlife Veteriner Kliniði,Veteriner,Dereiçi Sk. No:35 TARABYA/SARIYER,0212 262 99 85,,,0,Yok,TARABYA,41.13681189,29.05238151
1622,SÝLÝVRÝ,Akçil Kardeþler Huzurevi,Huzurevi,Yelken Çýkmazý No:10 CUMHURÝYET/SÝLÝVRÝ,0212 727 77 27,www.gmevhuzurevi.com,,,Yok,CUMHURÝYET,41.06722565,28.26285525
1604,SARIYER,Hikmet Büyükkuþoðlu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Türkan Þoray Sk. RUMELÝ HÝSARI/SARIYER,0212 257 59 84,,Yok,0,,RUMELÝ HÝSARI,41.08776664,29.04561529
2005,BAHÇELÝEVLER,Bahçelievler 4 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Emergency Station,Kýmýz Sk. No:1/1 FEVZÝ ÇAKMAK/BAHÇELÝEVLER,0212 551 48 78,www.istanbulsaglik.gov.tr,Yok,3,Var,FEVZÝ ÇAKMAK,40.99335245,28.82963208
1336,GAZÝOSMANPAÞA,Gazi Optik,Optik,Salihpaþa Cad. No:49 MERKEZ/GAZÝOSMANPAÞA,0212 563 72 82,,,,,MERKEZ,41.05775056,28.91194694
1183,BEÞÝKTAÞ,Animallia Veteriner Kliniði,Veteriner,Arnavutköy Yolu No:36 KÜLTÜR/BEÞÝKTAÞ,0212 287 70 35,www.animallia.com,,0,Yok,KÜLTÜR,41.07559014,29.03454525
1183,BEÞÝKTAÞ,Pati-Pata Veteriner Kliniði,Veteriner,Yýldýzçiçeði Sk. No:12 ETÝLER/BEÞÝKTAÞ,0212 257 00 41,,,0,Yok,ETÝLER,41.08093583,29.03135101
1604,SARIYER,Ýstinye Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Doktor Hilmi Alantar Sk. No:44 ÝSTÝNYE/SARIYER,0212 323 63 01,,Yok,0,,ÝSTÝNYE,41.11516106,29.05685056
1708,ÜSKÜDAR,Kuzguncuk Ethem Arutan Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýcadiye Cad. No:104 ÝCADÝYE/ÜSKÜDAR,0216 310 88 77,,Yok,0,,ÝCADÝYE,41.0317217,29.03294825
1421,KADIKÖY,Mamacý Petshop,Veteriner,Fýrýn Sk. No:34 ERENKÖY/KADIKÖY,0216 467 23 55,www.mamacipetshop.com,,0,Yok,ERENKÖY,40.972793,29.074687
1183,BEÞÝKTAÞ,Planet Pet Veteriner Kliniði,Veteriner,Süleymanbey Sk. No:11 GAYRETTEPE/BEÞÝKTAÞ,0212 267 40 69 - 70,www.planetpetvet.com,,0,Yok,GAYRETTEPE,41.06539354,29.00662589
1663,ÞÝÞLÝ,Private Niþantaþý Hospitalsi ,Private Hospital,Fulya Sk. No:6 TEÞVÝKÝYE/ÞÝÞLÝ,0212 246 29 03,www.nisantasiHospitalsi.com.tr,Var,39,Var,TEÞVÝKÝYE,41.05473519,28.99608403
1663,ÞÝÞLÝ,Petito Veteriner Kliniði,Veteriner,Reha Yurdakul Sk. No:5 MERKEZ/ÞÝÞLÝ,0212 241 24 69,www.petitovet.com,,0,Yok,MERKEZ,41.06360742,28.98667437
1421,KADIKÖY,Atlas Optik,Optik,Sarayardý Cad. No:24 ACIBADEM/KADIKÖY,0216 340 20 90,,,,,ACIBADEM,40.99754559,29.0328368
1823,KÜÇÜKÇEKMECE,Private Avrupa Göz Merkezi Küçükçekmece,Göz Merkezi Private,1012. Sk. No:3 YEÞÝLOVA/KÜÇÜKÇEKMECE,0850 520 00 00,www.avrupagoz.com.tr,,0,,YEÞÝLOVA,40.98820522,28.79042766
2005,BAHÇELÝEVLER,Private FMC Ýstanbul Bahçelievler Hemodiyaliz Merkezi,Diyaliz Merkezi Private,Çay Çiçeði Sk. No:44 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 84 22,www.nephrocare.com.tr,,,Yok,BAHÇELÝEVLER,40.99819548,28.86571804
1604,SARIYER,Private DentGroup Aðýz ve Diþ Saðlýðý Polikliniði Maslak ,Private Aðýz Diþ Saðlýðý Merkezleri,Büyükdere Cad. No:241 MASLAK/SARIYER,0212 276 06 76,www.dentgroup.com.tr,,,,MASLAK,41.11128321,29.02478812
1604,SARIYER,Diþ Hekimi Tugay Barýþ,Clinic,Mustafa Kemal Atatürk Cad. No:59B AYAZAÐA/SARIYER,0212 289 31 84,,,,,AYAZAÐA,41.115306,28.998356
1604,SARIYER,Diþ Hekimi Ýlhan Ýþler,Clinic,Þehit Mithat Yýlmaz Cad. No:43 MERKEZ/SARIYER,0212 242 22 04,,,,,SARIYER MERKEZ,41.16896758,29.0554305
1421,KADIKÖY,Private Echomar Görüntüleme ve Laboratuvarý Merkezi,Görüntüleme Merkezi Private,Ressam Salih Erimez Cad. No:1 MERDÝVENKÖY/KADIKÖY,0216 566 85 91,www.echomar.com,,,,MERDÝVENKÖY,40.98396351,29.06139293
1183,BEÞÝKTAÞ,Semt Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Bostancý Veli Sk. No:3 CÝHANNÜMA/BEÞÝKTAÞ,0212 258 70 90,,Yok,0,,CÝHANNÜMA,41.04630934,29.00696394
1421,KADIKÖY,Private DentGroup Aðýz ve Diþ Saðlýðý Polikliniði Baðdat Caddesi,Private Aðýz Diþ Saðlýðý Merkezleri,Baðdat Cad. No:2A CADDEBOSTAN/KADIKÖY,0216 356 69 15,www.dentgroup.com.tr,,,,CADDEBOSTAN,40.96680754,29.06765389
1186,BEYOÐLU,Türk Red Crescentý Beyoðlu Þubesi,Red Crescent,Çaydanlýk Sk. No:31 CAMÝÝKEBÝR/BEYOÐLU,0212 235 88 66,www.kizilay.org.tr,,,Yok,CAMÝÝKEBÝR,41.0339839,28.96616965
1604,SARIYER,Diþ Hekimi Filiz Uzun,Clinic,132. Sk. No:19 AYAZAÐA/SARIYER,0212 322 26 32,,,,,AYAZAÐA,41.11509203,28.99788301
1708,ÜSKÜDAR,Üsküdar Public Hospital Çamlýca Semt Polikliniði,Policlinic,Ferah Cad. No:40 KISIKLI/ÜSKÜDAR,0216 481 12 98 - 0216 481 17 03,www.sbgoztepeHospitalsi.gov.tr,Yok,0,,KISIKLI,41.02736059,29.07499558
1708,ÜSKÜDAR,Private Küplüce Mecial Center,Mecial Center Private,Kýzýlaðaç Sk. No:4/2 BEYLERBEYÝ/ÜSKÜDAR,0216 422 21 21,www.kuplucetip.com,Var,,Yok,BEYLERBEYÝ,41.03968956,29.0523196
2015,TUZLA,Private Þifa Polikliniði,Policlinic Private,Egemenlik Cad. No:38 ÞÝFA/TUZLA,0216 423 44 32,,Var,5,,ÞÝFA,40.828747,29.35492915
1663,ÞÝÞLÝ,Private Erlamer Polikliniði,Policlinic Private,Vali Konaðý Cad. No:28 HARBÝYE/ÞÝÞLÝ,0212 234 81 08,www.erlamer.com,Yok,0,,HARBÝYE,41.0512618,28.99113626
1449,KARTAL,Esentepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hakan Sk. No:6 ESENTEPE/KARTAL,0216 473 59 12 - 13,,Yok,0,,ESENTEPE,40.90370262,29.18584283
1327,FATÝH,Private Yaþam Týbbi Tahlil Laboratuvarý,Laboratuvar Private,Nakþi Sk. No:9 HASEKÝ SULTAN/FATÝH,444 07 63,www.yasamtibbitahlil.com,,,,HASEKÝ SULTAN,41.00858137,28.94380293
1327,FATÝH,Kýzýlelma Veteriner Kliniði,Veteriner,Emrullah Efendi Sk. No:84 SEYYÝD ÖMER/FATÝH,0212 585 65 82,,,0,Yok,SEYYÝD ÖMER,41.00892263,28.93677426
1823,KÜÇÜKÇEKMECE,Private Arena Dent Diþ Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,2. Hürriyet Cad. No:1 ATATÜRK/KÜÇÜKÇEKMECE,0212 470 86 44 - 0531 686 84 00,,,,,ATATÜRK,41.05546245,28.79270962
2050,BAÞAKÞEHÝR,Güvercintepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Orhangazi Cad. No:6 GÜVERCÝNTEPE/BAÞAKÞEHÝR,0212 687 67 10,,Yok,0,,GÜVERCÝNTEPE,41.07472904,28.74942024
2050,BAÞAKÞEHÝR,Baþakþehir 5 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þair Sk. No:8 BAÞAKÞEHÝR/BAÞAKÞEHÝR,0212 488 32 44,,Yok,0,,BAÞAKÞEHÝR,41.10984063,28.78859013
1327,FATÝH,Mevlanakapý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Aynalý Bakkal Sk. No:2 MEVLANAKAPI/FATÝH,0212 589 98 08,,Yok,0,,MEVLANAKAPI,41.01055811,28.92553821
1327,FATÝH,Private Pasteur Týbbi Tahlil Laboratuvarý,Laboratuvar Private,Turgut Özal Millet Cad. No:129 ÞEHREMÝNÝ/FATÝH,0212 632 40 36,,,,,ÞEHREMÝNÝ,41.01498912,28.93320303
1186,BEYOÐLU,Kasýmpaþa Küçük Piyale Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þeyh Veli Sk. No:28 KADIMEHMET EFENDÝ/BEYOÐLU,0212 297 44 44,,Yok,0,,KADIMEHMET EFENDÝ,41.03430301,28.96537974
1421,KADIKÖY,Vetland Veteriner Kliniði,Veteriner,Deðirmen Sk. No:13C KOZYATAÐI/KADIKÖY,0216 410 36 80,www.vet.com.tr,,0,Yok,KOZYATAÐI,40.97467154,29.09862921
1663,ÞÝÞLÝ,Þiþli 9 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Poyracýk Sk. No:31 TEÞVÝKÝYE/ÞÝÞLÝ,0212 230 10 84,,Yok,0,,TEÞVÝKÝYE,41.05221934,28.99563259
1183,BEÞÝKTAÞ,Beþiktaþ 8 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þehitlikdergahý Sk. No:30 BEBEK/BEÞÝKTAÞ,0212 359 72 53,,Yok,0,,BEBEK,41.08328491,29.05329421
2053,ESENYURT,Private Esencan Hospitalsi,Private Hospital,Ondokuz Mayýs Bulvarý No:18 BAÐLARÇEÞME/ESENYURT,"0212 444 02 12
",www.esencanHospitalsi.com.tr,Var,75,Var,BAÐLARÇEÞME,41.0333794,28.67657012
2005,BAHÇELÝEVLER,Yenibosna Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Vadi Sk. No:2/4 ZAFER/BAHÇELÝEVLER,0212 639 95 34,,Yok,0,,ZAFER,41.00266411,28.8351827
1421,KADIKÖY,Friends Moda Veteriner Polikliniði,Veteriner,Moda Cad. No:139 CAFERAÐA/KADIKÖY,0216 346 61 74,www.friendsved.com,,0,Yok,CAFERAÐA,40.98227095,29.02344958
1663,ÞÝÞLÝ,Private Derman Týbbi Tahlil Laboratuvarý,Laboratuvar Private,Kurtuluþ Cad. No:16 DUATEPE/ÞÝÞLÝ,0212 230 72 63,,,,,DUATEPE,41.05205785,28.98384745
1421,KADIKÖY,Private Yeþil Köþk Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Fahrettin Kerim Gökay Cad. No:276 ERENKÖY/KADIKÖY,0216 411 09 99,www.yesilkosk.com.tr,,,,ERENKÖY,40.98003366,29.07516989
1186,BEYOÐLU,Okmeydaný Research Hospitalne Baðlý Kasýmpaþa Ek Hizmet Binasý,Research Hospital,Bahriye Hospitalsi Yokuþu No:7 KADIMEHMET EFENDÝ/BEYOÐLU,0212 238 79 00,www.gata.edu.tr,Var,300,Var,KADIMEHMET EFENDÝ,41.03285599,28.9640173
2053,ESENYURT,Private Örnek Saðlýk Kabini,Saðlýk Kabini Private,1374. Sk. No:203 ÖRNEK/ESENYURT,0535 864 90 08,,,,,ÖRNEK,41.04539018,28.67464136
1663,ÞÝÞLÝ,Private Kadýoðlu Epiderm Niþantaþý Polikliniði,Policlinic Private,Vali Konaðý Cad. No:94 TEÞVÝKÝYE/ÞÝÞLÝ,0212 219 88 81,,Yok,0,,TEÞVÝKÝYE,41.05486423,28.99542711
2055,SULTANGAZÝ,Þaban Özbek Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,D Cad. 50. YIL/SULTANGAZÝ,0212 476 55 94,,Yok,0,,50. YIL,41.09384355,28.87317007
2053,ESENYURT,Private Doða Hospital,Private Hospital,229. Sk. No:4 AKÞEMSEDDÝN/ESENYURT,0212 690 30 41,www.dogahospital.com,Var,51,Var,AKÞEMSEDDÝN,41.01285299,28.69652415
1183,BEÞÝKTAÞ,Diþ Hekimi Ertuðrul Yeþilçimen,Clinic,Emirhan Cad. No:82 DÝKÝLÝTAÞ/BEÞÝKTAÞ,0212 258 13 53,,,,,DÝKÝLÝTAÞ,41.05639508,29.00624935
1663,ÞÝÞLÝ,Private Maya Estetik,Private Hospital,Avni Dilligil Sk. No:16 GÜLBAHAR/ÞÝÞLÝ,0212 217 37 37,www.mayaestetik.com,Yok,,Yok,GÜLBAHAR,41.06914647,29.00218712
1708,ÜSKÜDAR,Mevlana Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Saðlýk Sk. No:1 KÝRAZLITEPE/ÜSKÜDAR,0216 422 48 11,,Yok,0,,KÝRAZLITEPE,41.03733265,29.06292301
2053,ESENYURT,Elit Optik,Optik,Balýk Yolu Cad. No:170 YENÝKENT/ESENYURT,0212 620 43 91,,,,,YENÝKENT,41.03440797,28.68039753
1421,KADIKÖY,Gözgrup Optik,Optik,Fatih Sk. No:1A ACIBADEM/KADIKÖY,0216 339 83 07,,,,,ACIBADEM,41.0000948,29.03228538
2012,MALTEPE,Kadýköy Yaþam Bakýmevi,Bakým Evi,Seher Sk. No:15 ZÜMRÜTEVLER/MALTEPE,0216 370 18 05,www.yasamhuzurevi.com,,190,Var,ZÜMRÜTEVLER,40.93850292,29.14818826
2048,ARNAVUTKÖY,Gazi Optik,Optik,Eski Edirne Asfaltý Cad. No:1342 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 74 65,,,,,ARNAVUTKÖY MERKEZ,41.18186279,28.7440282
2055,SULTANGAZÝ,Private Þafak Mecial Center,Mecial Center Private,Orhan Gazi Cad. No:65-67A 50. YIL/SULTANGAZÝ,0212 668 78 78,www.safaktipmerkezi.com,Var,8,Var,50. YIL,41.0924135,28.86997114
2048,ARNAVUTKÖY,Armada Optik,Optik,Eski Edirne Asfaltý Cad. No:1340 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 00 67,,,,,ARNAVUTKÖY MERKEZ,41.18173673,28.74407155
2048,ARNAVUTKÖY,Private Lilyum Mecial Center,Mecial Center Private,Conk Bayýrý Sk. No:10 Hospital/ARNAVUTKÖY,0212 771 27 59,www.lilyumtipmerkezi.com.tr,Var,,Yok,Hospital,41.15767635,28.6136011
2054,SANCAKTEPE,Hekimbaþý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Erenler Sk. No:27 SARIGAZÝ/SANCAKTEPE,0216 622 64 78,,Yok,0,,SARIGAZÝ,41.00684219,29.20772747
2054,SANCAKTEPE,Private Sarýgazi Yaþam Mecial Center,Mecial Center Private,Ankara Cad. No:71 ÝNÖNÜ/SANCAKTEPE,0216 621 83 04,www.sarigaziyasamtip.com,Yok,,Yok,ÝNÖNÜ,41.00899117,29.2136322
2012,MALTEPE,Maltepe 3 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Tipili Çýkmazý No:6 ALTINTEPE/MALTEPE,0216 549 23 85,,Yok,0,,ALTINTEPE,40.95053146,29.10435194
2054,SANCAKTEPE,Türk Red Crescentý Sancaktepe Þubesi,Red Crescent,Atatürk Cad. No:121 MECLÝS/SANCAKTEPE,0216 620 81 81,www.kizilay.org.tr,,,Yok,MECLÝS,41.00890862,29.21193354
2055,SULTANGAZÝ,Farabi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,91. Sk. No:15 ÝSMETPAÞA/SULTANGAZÝ,0212 476 10 66,,Yok,0,,ÝSMETPAÞA,41.10567821,28.85346937
1327,FATÝH,Private Akademi Gastroenteroloji Merkezi,Görüntüleme Merkezi Private,Adnan Menderes Vatan Bulvarý No:113 AKÞEMSETTÝN/FATÝH,0212 521 02 02,www.akademigastroenteroloji.com,,,,AKÞEMSETTÝN,41.01625576,28.94232271
1421,KADIKÖY,All Animal Veteriner Kliniði,Veteriner,Mustafa Mazharbey Sk. No:63 FENERYOLU/KADIKÖY,0216 567 47 17,www.allanimalvet.net,,0,Yok,FENERYOLU,40.98106884,29.05582635
1708,ÜSKÜDAR,Üsküdar 4 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýzmir Sk. No:14 YAVUZTÜRK/ÜSKÜDAR,0216 316 09 44,,Yok,0,,YAVUZTÜRK,41.0360447,29.08199907
1708,ÜSKÜDAR,Ýstanbul Sultan Abdülhamid Eðitim ve Araþtýrma Hospitalsi,Research Hospital,Burhan Felek Cad. No:20 SELÝMÝYE/ÜSKÜDAR,0216 444 18 98 - 0216 542 20 20,www.gata.edu.tr,Var,,Var,SELÝMÝYE,41.0017151,29.02083364
1421,KADIKÖY,Royal Canin Veteriner,Veteriner,Baðdat Cad. No:139 FENERYOLU/KADIKÖY,,,,0,Yok,FENERYOLU,40.97722242,29.04845841
1810,KAÐITHANE,Gürsel Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Eski Beþiktaþ Cad. No:30 GÜRSEL/KAÐITHANE,0212 295 28 82,,Yok,0,,GÜRSEL,41.07320726,28.97140593
1421,KADIKÖY,Zafer Optik,Optik,Reþitefendi Sk. No:3 OSMANAÐA/KADIKÖY,0216 338 42 10,,,,,OSMANAÐA,40.99284201,29.02526241
1823,KÜÇÜKÇEKMECE,Küçükçekmece Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Beþir Kemal Cad. No:1 TEVFÝKBEY/KÜÇÜKÇEKMECE,0212 592 59 40 - 91,www.istanbulhalksagligi.gov.tr,,,Yok,TEVFÝKBEY,41.00871173,28.79984074
1421,KADIKÖY,Private Ýstanbul Laboratuvarý,Laboratuvar Private,Sarayardý Cad. No:29 ACIBADEM/KADIKÖY,0216 602 12 12 - 0216 567 53 00,www.labistanbul.net,,,,ACIBADEM,40.99620985,29.03698347
2048,ARNAVUTKÖY,Tayakadýn Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Köyiçi Cad. No:4A TAYAKADIN/ARNAVUTKÖY,0212 682 65 15,,Yok,0,,,41.27044178,28.69082629
1663,ÞÝÞLÝ,Private Echomar Görüntüleme ve Taný Merkezi,Görüntüleme Merkezi Private,19 Mayýs Cad. No:5 19 MAYIS/ÞÝÞLÝ,0212 219 37 67 - 0533 370 03 97,www.echomar.com,,,,19 MAYIS,41.06107843,28.9897273
1622,SÝLÝVRÝ,Private Veni Vidi Göz Ýstanbul Mecial Center,Göz Merkezi Private,Vehbi Duru Sk. PÝRÝ MEHMET PAÞA/SÝLÝVRÝ,0212 727 65 65,,,,,PÝRÝ MEHMET PAÞA,41.07543934,28.24855725
1421,KADIKÖY,Private Klinika Polikliniði,Policlinic Private,Mahmut Yesari Cad. No:74 KOÞUYOLU/KADIKÖY,0216 369 13 37,www.klinikapoliklinigi.com,Yok,0,,KOÞUYOLU,41.00799501,29.03500107
1183,BEÞÝKTAÞ,Beþiktaþ 5 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Org. Ýzzettin Aksalur Cad. No:58/2 KONAKLAR/BEÞÝKTAÞ,0212 264 42 96,,Yok,0,,KONAKLAR,41.09407974,29.01493835
1183,BEÞÝKTAÞ,Beþiktaþ 7 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yanarsu Sk. No:5A ETÝLER/BEÞÝKTAÞ,0212 263 18 82,,Yok,0,,ETÝLER,41.08325407,29.03621539
1663,ÞÝÞLÝ,Þiþli Veteriner Kliniði,Veteriner,Koca Mansur Sk. No:27 MERKEZ/ÞÝÞLÝ,0212 241 26 24,www.sisliveteriner.net,,0,Yok,MERKEZ,41.0604,28.98626
1604,SARIYER,Ömürtepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Araba Yolu Cad. No:219 KÝREÇBURNU/SARIYER,0212 299 61 12,,Yok,0,,KÝREÇBURNU,41.1420796,29.04826728
1336,GAZÝOSMANPAÞA,Diva Optik,Optik,Ordu Cad. No:5 SARIGÖL/GAZÝOSMANPAÞA,0212 578 36 63,,,,,SARIGÖL,41.05830627,28.91437589
1183,BEÞÝKTAÞ,Private Etiler Sistem Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Yeþim Sk. No:9 AKAT/BEÞÝKTAÞ,0212 351 05 15,www.sistemdis.com,,,,AKAT,41.07910654,29.02570418
2053,ESENYURT,Private Akça Dent Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Hacý Bayram Veli Cad. No:29 MEHTERÇEÞME/ESENYURT,0212 854 18 20,,,,,MEHTERÇEÞME,41.02042757,28.66464742
1622,SÝLÝVRÝ,Alipaþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Demetevler Sk. No:1 ALÝPAÞA/SÝLÝVRÝ,0212 716 51 72,,Yok,0,,ALÝPAÞA,41.11489029,28.21841165
1622,SÝLÝVRÝ,Veteriner Kliniði Gökhan Pakel,Veteriner,Kadýköy Baðlarý Cad. No:96 KADIKÖY/SÝLÝVRÝ,0542 717 85 88,,,0,Yok,KADIKÖY,41.13608928,28.36472115
1327,FATÝH,Fatih Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Teceddüt Sk. No:31 AKSARAY/FATÝH,0212 534 77 50 - 0212 635 45 77,www.istanbulhalksagligi.gov.tr,,,Yok,AKSARAY,41.00896525,28.95170436
1421,KADIKÖY,Private Demirkazýk Aðýz ve Diþ Saðlýðý Polikliniði,Private Aðýz Diþ Saðlýðý Merkezleri,Baðdat Cad. No:7/1 ZÜHTÜPAÞA/KADIKÖY,0216 541 41 77,www.demirkazikdissagligi.com,,,,ZÜHTÜPAÞA,40.98744013,29.038762
1663,ÞÝÞLÝ,Private Naturabella Polikliniði,Policlinic Private,Abdi Ýpekçi Cad. No:31 HARBÝYE/ÞÝÞLÝ,0212 219 44 39,www.naturabella.net,Yok,0,,HARBÝYE,41.04919795,28.99249052
1823,KÜÇÜKÇEKMECE,Private Batý Bahat Hospýtal Ýkitelli,Private Hospital,Karaca Sk. No:1 ATATÜRK/KÜÇÜKÇEKMECE,0212 471 33 00,www.bahat.com.tr,Var,81,Var,ATATÜRK,41.05087386,28.79631931
1185,BEYKOZ,Beykoz 3 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Sadri Alýþýk Cad. No:34 GÖKSU/BEYKOZ,0216 462 21 08,,Yok,0,,GÖKSU,41.07808835,29.0719853
2005,BAHÇELÝEVLER,Private Þen Saðlýk Kabini,Saðlýk Kabini Private,Kumru Sk. No:3 CUMHURÝYET/BAHÇELÝEVLER,,www.istanbulsaglik.gov.tr,,,,CUMHURÝYET,41.01629233,28.85744884
2003,AVCILAR,Tahtakale Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yoluç Cad. No:13 TAHTAKALE/AVCILAR,0212 648 53 18,,Yok,0,,TAHTAKALE,41.06034124,28.72742172
