_id,District,Nbhood,mahalle_koy_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,Care In Hospital,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma
909,UMRANIYE,TATLISU,98705,0,3,24,110,0,0,1,7,0,0,0,223
910,UMRANIYE,TEPEUSTU,98706,1,6,50,181,1,0,4,12,0,0,0,262
911,UMRANIYE,TOPAGACI,98707,5,32,186,501,0,0,7,23,0,1,1,515
912,UMRANIYE,YAMANEVLER,98708,1,5,47,185,0,0,4,13,0,0,0,251
913,UMRANIYE,YUKARI DUDULLU,40741,4,21,159,483,1,0,6,19,1,1,1,539
914,USKUDAR,ACIBADEM,40778,2,6,38,185,2,1,13,28,0,0,1,385
915,USKUDAR,AHMEDIYE,98664,3,7,46,164,3,1,9,18,0,0,0,312
916,USKUDAR,ALTUNIZADE,40781,2,8,52,197,1,0,6,16,0,0,1,895
917,USKUDAR,AZIZ MAHMUT HUDAYI,98665,7,16,93,240,4,2,13,25,0,0,0,171
918,USKUDAR,BAHCELIEVLER,40785,6,29,154,419,2,1,11,30,0,0,1,395
919,USKUDAR,BARBAROS,40786,2,7,44,152,2,1,8,19,0,0,0,478
920,USKUDAR,BEYLERBEYI,40787,4,14,98,218,0,0,4,13,0,0,0,330
921,USKUDAR,BULGURLU,40788,1,5,51,253,1,0,6,18,0,0,0,627
922,USKUDAR,BURHANIYE,40789,4,17,132,364,1,0,10,24,0,0,1,605
923,USKUDAR,CUMHURIYET,40790,3,8,84,386,2,1,11,28,0,1,1,693
924,USKUDAR,CENGELKOY,98666,7,24,171,402,2,1,11,27,1,0,1,320
925,USKUDAR,FERAH,40794,6,23,149,358,5,3,19,42,1,0,1,332
926,USKUDAR,GUZELTEPE,40797,3,12,106,283,1,0,6,17,0,0,0,168
927,USKUDAR,ICADIYE,40802,6,17,106,341,5,1,15,31,0,0,0,782
928,USKUDAR,KANDILLI,40806,1,6,47,113,0,0,0,1,0,0,0,159
929,USKUDAR,KISIKLI,40809,4,17,128,373,2,1,10,27,1,1,1,471
930,USKUDAR,KIRAZLITEPE,40808,6,24,158,351,3,2,14,31,0,0,0,120
931,USKUDAR,KULELI,40810,1,6,37,93,0,0,0,4,0,0,0,172
932,USKUDAR,KUZGUNCUK,40811,4,16,109,264,1,0,5,11,0,0,0,268
933,USKUDAR,KUCUKCAMLICA,98667,5,24,157,364,0,0,7,25,1,1,1,466
934,USKUDAR,KUCUKSU,40812,3,13,100,276,1,0,4,18,0,0,1,358
935,USKUDAR,KUPLUCE,40813,5,17,142,357,2,1,11,26,0,0,1,228
936,USKUDAR,MEHMET AKIF ERSOY,40814,5,22,168,416,3,1,13,32,0,0,1,308
937,USKUDAR,MIMAR SINAN,98668,12,27,131,342,11,6,29,58,0,0,1,722
938,USKUDAR,MURATREIS,40815,4,11,67,259,6,3,16,32,0,0,0,420
939,USKUDAR,SALACAK,40804,4,8,56,199,3,2,9,20,0,0,0,908
940,USKUDAR,SELAMI ALI,40819,3,9,53,203,4,2,12,25,0,0,0,295
941,USKUDAR,SELIMIYE,40820,6,16,76,208,3,1,8,16,0,1,0,326
942,USKUDAR,SULTANTEPE,98669,7,15,78,222,6,3,18,35,0,0,0,888
943,USKUDAR,UNALAN,40827,8,24,173,507,7,3,23,51,1,1,1,915
944,USKUDAR,VALIDE-I ATIK,40828,5,13,82,316,7,3,19,39,0,0,0,942
945,USKUDAR,YAVUZTURK,40830,5,27,220,612,2,1,15,42,1,1,1,387
946,USKUDAR,ZEYNEP KAMIL,98670,2,5,35,173,3,1,10,20,0,0,0,241
947,ZEYTINBURNU,BESTELSIZ,40838,43,89,354,622,56,31,147,268,0,1,2,2291
948,ZEYTINBURNU,CIRPICI,40837,49,98,357,572,77,43,202,360,1,1,2,2760
949,ZEYTINBURNU,GOKALP,40834,31,62,253,456,45,24,118,215,0,1,2,1111
950,ZEYTINBURNU,KAZLICESME,40840,25,44,126,182,13,8,36,68,0,1,3,346
951,ZEYTINBURNU,MALTEPE,40843,62,125,378,513,15,8,44,81,1,1,4,181
952,ZEYTINBURNU,MERKEZEFENDI,40842,29,60,216,369,39,24,105,193,1,1,2,2617
953,ZEYTINBURNU,NURIPASA,40832,39,77,308,529,66,37,173,314,1,1,2,3220
954,ZEYTINBURNU,SEYITNIZAM,40841,37,92,363,592,51,28,134,246,1,1,3,2363
955,ZEYTINBURNU,SUMER,40831,41,80,319,561,87,47,229,414,1,1,3,5682
956,ZEYTINBURNU,TELSIZ,40839,72,133,470,801,84,48,223,400,1,1,3,1094
957,ZEYTINBURNU,VELIEFENDI,40836,39,80,309,530,66,38,175,317,1,1,2,3400
958,ZEYTINBURNU,YENIDOGAN,40833,17,33,135,234,24,13,63,114,0,0,1,1715
959,ZEYTINBURNU,YESILTEPE,40835,26,52,211,374,45,25,118,216,0,0,1,4250
